reaction_id,reaction_index_CUSTOM,reaction_type,inputs_metal_and_ligand_SMILES,inputs_aryl_halide_SMILES,inputs_amine_SMILES,inputs_solvent_SMILES,inputs_base_SMILES,temperature_Celsius,yield_percent
ord-b3f6c5f5d4074752bfb132b9c4645362,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,0.0
ord-25e7e877996c44c9b76265059ec40b0f,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,1.9
ord-4880e8ecff6f44d4b98ae46e230584aa,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,11.88
ord-672b10d463194b9593c4759e33746d38,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-85f21bcb53d5444d84fe85b310144501,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-bd2dae28b6404f6f97aa00b2acf4d630,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-90371f6b5a004a2898a60b0f7a95c658,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-ce0115d9bfc24fcf879429b3735d6432,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-147701e5961d4b4f8fe3e32757dccad6,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-044257e6c71b449d8314496d354724d2,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-d4466d0c650a41a1bb9151de0d97fa02,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-fa8df75c10774977a82c978cc249c587,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-e83ac9e9d0334d9fafefde9e4af7e842,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.59
ord-ace03de9d1f14eeda3d283b74f0b68df,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.52
ord-868b7a32d4e14fc4adc7af0c2fd6c053,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-f84a029757c94cbf90941e5c3f9ce4e6,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-68ef35c2407f4bf596b3618d50e66703,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,1.09
ord-774f0103ad6946a48bdbd1309195c4a4,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-403a118973fa4c699d7322244b959c89,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.64
ord-c752160bba3540d799c29bf0953762d3,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,1.71
ord-b3ccced2c7214624b914a81f1b575a18,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-4fe5356ae78d4b6c89dabf45d22e97d2,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-515325c1634a4b16b20eadfe17f63c94,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-12ac1c7f488645779b0ad9c27a3f2585,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-67809c970988442ba766f0ca818cb760,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,20.81
ord-1a8ed944cc5c4e5584eb25c1cb743737,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,3.49
ord-18177dc04aa141dfb28b66ac24cdc8ce,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,17.15
ord-6e49ea30534a4b07b2dbdfa85f9747ff,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,4.87
ord-fee08cc7082947c8b9767f0c29b90f10,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,5.94
ord-e5392ba95b3d49c9a69b99940a26831d,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,43.13
ord-020080752f0c42a8b37f4b437694fcc9,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,100.0
ord-de289b0f20f84e37b7f2c7fa1c54ad57,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,100.0
ord-ca27730c74db4c3baffbd1697ba28ae3,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,100.0
ord-9c7c94c8a9e8442cb23a29135310a366,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,100.0
ord-ff17869af8e243dcb8f1c6fbae63a446,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,100.0
ord-66c0cd4156d44883bc251ee7a885c8cd,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-0e568a1e9ae14e8892e66b60f4378b06,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.71
ord-7dfe78ac53df44e4bd0f2cbe59ea4e39,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-2dc506d655d24fe6af3db7ea6ab5d7cd,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.72
ord-6e85993cf31949458156e58a33e8ebc3,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-32047f69a39343a287d2ef292aded67f,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-56bc1df27cab4b9f85e913c3aeb85772,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-f7003ac3e4f846a7bdf25dedd29fb9c9,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-80dbc2b7b75b4effb017b7f162925f14,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-4321500f77bc45d69cd1a071f8b05378,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-80c4eb38860d44e99bbf2389c4a3afbe,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,5.77
ord-9f3212146fac4964b82455a5c02bb026,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-93b2516dc7274379b210c6b74b27a395,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-527d8f0b1c1641a18a69fcadd9cc6a21,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-7c10e742fc1c4263b4978b64e5123089,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-3ff08768faa24fa8b8c5ad81eccc7206,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-c4aeac00a59d4afb8ccaddd6674b166b,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-9aec2796472842b788fd88d6f1ec21aa,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-1d1e01b5026543ab899d8694391a5d51,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-78a7e27abed74ef1a19b8e242f35d1a9,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-a4ee49beb9a049b88cd74e36d8f5a9d3,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-b978bb7a0ced423782642d5ee8f9a47a,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-3a29ab498ec5449ba81e4d46b1e8c6f7,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-7320a34cd6244d0e99b9593b8294b326,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-9b4d4b96efc04fe3b4ca6d40c46f917b,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-680c69b1025b48ffa2bc41f285261f48,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,60.49
ord-ebd78a83a175450ca3d3d3720af0e499,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-a79b4964b0f84a4796899ff6cb079519,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-1ed5f4e314874e63bed4b45b08d79abe,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,1.16
ord-c25440b5e1ba4330875ff604db6db610,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-df14e5cff4ee4339b74dced854b92a85,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-7665b9e0e13d41c0b9910030af451dff,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,45.86
ord-40af93c3ad214f639bab3c72f906e044,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,5.05
ord-4583f150527545eabdab56e7bfe0c08e,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.72
ord-6eeaf22ff0774918b6164b0e9be22864,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,52.31
ord-316dd045212d43df964e09aeecdae750,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,64.43
ord-7708fa985f3f47668b6d6050fbbf203f,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-446596c009914895959bfac7730ea552,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-9e5eb66a7bc14475ba5747c3a2f0d55d,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-886dbf3ed4fc4be2b84eca5ff1510591,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-5d551ba9599b4b18aa9bbb7e8c18b0c5,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-cb734ab9d0034dc99ce1c8c57ff8ed27,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,1.64
ord-dd3e9cf1582e4c01a9f15060e4476073,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,12.11
ord-845702027a464578b202c4ce5a79c3d4,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,3.85
ord-1ee1c5627ec9402db2c32026ebf7fc31,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,1.23
ord-0ed4834fb542423685fad224d22744bf,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,19.52
ord-c7006b52b1034d0c812e8c57f13f6325,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,32.75
ord-7f8cb287676141eb9e52b9a0c6017f35,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,2.52
ord-90076eae998542c1b34ba4fa9c8894ee,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,1.08
ord-277042c741a24343a81b6e6472173b34,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,22.25
ord-6c030ef7242c4ed2bdebb76d2e1ac4a5,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,2.11
ord-812148b9d86446cab272badca57ea7c0,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,6.25
ord-5da962820f2c47d7be33be088af6c689,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,32.58
ord-7eeea53083ad4affb4875d60ff9519cf,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,1.31
ord-5779cc9c262e433997a4c6654725bd22,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-2a44dd29d94c454eab4ec83f7e0742df,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-62c2c2b457f94ab19aaff7fe7d9a68f6,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-1235dcc0d75c4b1fa7b99b961fc50b1c,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-4ca09c026c574906b5d68d4e07139c12,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,23.27
ord-bc9281a8e15e4daaae34edfed03fd3a0,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,33.12
ord-b9d6f4b38fff4c19b7cf39a48c9f929c,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,29.57
ord-45773a2ab2494d649454bb9fe0a0521e,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,32.57
ord-8541e03606ed47a8b9b485275dce3328,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-f2cce9f264d7483fad655e999ab42eae,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-12fc1a41e9e44c4b8b10996029782f91,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-016ad2d36ea0411085d5b2c3ed2b8451,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-3a8c70b321f94a2b9e65e7c9e3c4ccb5,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,5.95
ord-2becac6e33224c3a856abd2fb2734676,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,11.63
ord-8aca81b635d64c7d9ec7a1d5099f2d62,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,14.78
ord-7ce592f2b54f4fa681296b0805adfd9f,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,9.02
ord-6ec2f82cf43d4d728027ab2f4262cba1,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,4.55
ord-163cda2da9af4a49bd17d7e9619bd973,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-1e469463df39461e8b017a10637abf23,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,1.18
ord-54c9f144cb594eb8ada3d7af1a07f2f4,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,1.34
ord-10f62cb14b2c402c8e2d9be1139cf031,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-b8c3f7609bd84738a1e88e425d400312,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,9.8
ord-c8e56b49444543a2ab29726f7f8a0386,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-8f45d817c223496aa07a4796afd08115,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-13f1818b96234fef92c70fd1c14d12c4,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,7.23
ord-10f20e0b7d0b4662849dc5f3cc27d0ef,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-8df7bb2928e94dd397981697dadc5746,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-f14cd6a2596c4ccba9b688dfce3a6882,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-52fbea64703a46d79a7494f680bf0624,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-8ebb68607d0140dcab695f177061abb6,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,24.93
ord-84b0ff5c467c4f8c9159ccb7ad496099,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,16.23
ord-8a90a160b90c4468b2bfff417548262d,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,36.89
ord-610a2c4bfb334c488734a9a03cb8018f,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-24e2fc550d7348e7976261e950e2fa33,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-9a5644bf6d244cedb8fcc9ce66773cb0,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-a67afd50a6894fa09b679c8273cd6994,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-cf465e03e77148cca35b77b26ffae900,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-a5604a2b6a94401f8ba30b92dcb250d7,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-b0309f20b75c43e3afd29b67a477f062,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-f919fc139dd14416a68b2fc12e0f77e8,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
